0001584-97.2019.8.17.0710,/TJPE/RMR/IGARASSU/VIOLENCIA DOMESTICA MULHER/VVDFM01/0001584-97.2019.8.17.0710
0007380-28.2020.8.17.0001,/TJPE/CAPITAL/CRIMINAL/VCRIM13/0007380-28.2020.8.17.0001
0009067-32.2010.8.17.0990,/TJPE/RMR/OLINDA/CRIMINAL/VCRIM02/0009067-32.2010.8.17.0990
0003596-73.2019.8.17.1090,/TJPE/RMR/PAULISTA/CRIMINAL/VCRIM02/0003596-73.2019.8.17.1090
0001412-91.2010.8.17.1480,/TJPE/ZONA_DA_MATA/TIMBAUBA/CIVEL/VCIV01/0001412-91.2010.8.17.1480
0000036-97.2013.8.17.0370,/TJPE/RMR/CABO/CRIMINAL/VCRIM02/0000036-97.2013.8.17.0370
0003323-63.2016.8.17.0370,/TJPE/RMR/CABO/CRIMINAL/VCRIM02/0003323-63.2016.8.17.0370
0006820-41.2019.8.17.0480,/TJPE/AGRESTE1/STA. CRUZ CAPIBARIBE/CRIMINAL/VCRIM/0006820-41.2019.8.17.0480
0001660-40.2020.8.17.0370,/TJPE/RMR/CABO/CRIMINAL/VCRIM01/0001660-40.2020.8.17.0370
0003359-07.2020.8.17.0810,/TJPE/RMR/JABOATAO/CRIMINAL/VCRIM03/0003359-07.2020.8.17.0810
0000154-71.2019.8.17.0820,/TJPE/AGRESTE1/STA. CRUZ CAPIBARIBE/CRIMINAL/VCRIM/0000154-71.2019.8.17.0820
0025009-88.2015.8.17.0001,/TJPE/CAPITAL/EXECUCAO FISCAL/VEFI02/0025009-88.2015.8.17.0001
0000308-89.2021.8.17.1250,/TJPE/AGRESTE1/STA. CRUZ CAPIBARIBE/CRIMINAL/VCRIM/0000308-89.2021.8.17.1250
0002054-12.2009.8.17.1250,/TJPE/AGRESTE1/STA. CRUZ CAPIBARIBE/CRIMINAL/VCRIM/0002054-12.2009.8.17.1250
0002370-06.2013.8.17.0920,/TJPE/ZONA_DA_MATA/LIMOEIRO/CRIMINAL/VCRIM/0002370-06.2013.8.17.0920
0000971-30.2018.8.17.0640,/TJPE/AGRESTE2/GARANHUNS/CRIMINAL/VCRIM01/0000971-30.2018.8.17.0640
0005400-16.2014.8.17.0370,/TJPE/RMR/CABO/CRIMINAL/VCRIM01/0005400-16.2014.8.17.0370
0001003-50.2009.8.17.0640,/TJPE/AGRESTE2/GARANHUNS/CRIMINAL/VCRIM01/0001003-50.2009.8.17.0640
0051912-05.2011.8.17.0001,/TJPE/CAPITAL/FAZENDA/VFAZ06/0051912-05.2011.8.17.0001
0066847-89.2007.8.17.0001,/TJPE/CAPITAL/EXECUCAO FISCAL/VEFI02/0066847-89.2007.8.17.0001
0017173-25.2019.8.17.0001,/TJPE/CAPITAL/CRIMINAL/VCRIM12/0017173-25.2019.8.17.0001
0015122-25.2011.8.17.0000,/TJPE/RMR/JABOATAO/FAZENDA/VFAZ01/0015122-25.2011.8.17.0000
0000060-28.2016.8.17.0530,/TJPE/AGRESTE1/CORTES/VUNICA/0000060-28.2016.8.17.0530
0000592-55.2020.8.17.0370,/TJPE/RMR/CABO/CRIMINAL/VCRIM02/0000592-55.2020.8.17.0370
0005105-15.1997.8.17.0001,/TJPE/CAPITAL/EXECUCAO FISCAL/VEFI02/0005105-15.1997.8.17.0001
0010659-90.2018.8.17.0001,/TJPE/CAPITAL/CRIMINAL/VCRIM16/0010659-90.2018.8.17.0001
0002658-48.2020.8.17.0001,/TJPE/CAPITAL/CRIMINAL/VCRIM09/0002658-48.2020.8.17.0001
0000100-58.2016.8.17.0810,/TJPE/RMR/JABOATAO/CRIMINAL/VCRIM02/0000100-58.2016.8.17.0810
0000850-15.2020.8.17.0710,/TJPE/RMR/IGARASSU/CRIMINAL/VCRIM/0000850-15.2020.8.17.0710
0006745-68.2012.8.17.0990,/TJPE/RMR/OLINDA/CRIMINAL/VCRIM01/0006745-68.2012.8.17.0990
0022609-38.2014.8.17.0001,/TJPE/CAPITAL/EXECUCAO FISCAL/VEFI02/0022609-38.2014.8.17.0001
0001423-39.2019.8.17.0920,/TJPE/ZONA_DA_MATA/LIMOEIRO/CRIMINAL/VCRIM/0001423-39.2019.8.17.0920
0007120-48.2020.8.17.0001,/TJPE/CAPITAL/CRIMINAL/VCRIM20/0007120-48.2020.8.17.0001
0020053-74.1988.8.17.0001,/TJPE/CAPITAL/FAZENDA/VFAZ02/0020053-74.1988.8.17.0001
0001432-93.2010.8.17.1250,/TJPE/AGRESTE1/STA. CRUZ CAPIBARIBE/CRIMINAL/VCRIM/0001432-93.2010.8.17.1250
0041445-64.2011.8.17.0001,/TJPE/CAPITAL/EXECUCAO FISCAL/VEFI02/0041445-64.2011.8.17.0001
0001243-42.2017.8.17.0710,/TJPE/RMR/IGARASSU/CRIMINAL/VCRIM/0001243-42.2017.8.17.0710
0004074-21.2014.8.17.0370,/TJPE/RMR/CABO/CRIMINAL/VCRIM02/0004074-21.2014.8.17.0370
0003072-45.2016.8.17.0370,/TJPE/RMR/CABO/CRIMINAL/VCRIM01/0003072-45.2016.8.17.0370
0000018-69.2017.8.17.0230,/TJPE/ZONA_DA_MATA/BARREIROS/VUNICA/0000018-69.2017.8.17.0230
0001245-06.2021.8.17.0990,/TJPE/RMR/OLINDA/CRIMINAL/VCRIM02/0001245-06.2021.8.17.0990
0001328-52.2020.8.17.1250,/TJPE/AGRESTE1/STA. CRUZ CAPIBARIBE/CRIMINAL/VCRIM/0001328-52.2020.8.17.1250
0015283-62.1993.8.17.0001,/TJPE/CAPITAL/EXECUCAO FISCAL/VEFI02/0015283-62.1993.8.17.0001
0009004-53.2012.8.17.0370,/TJPE/RMR/CABO/CRIMINAL/VCRIM02/0009004-53.2012.8.17.0370
0001567-81.2021.8.17.0810,/TJPE/RMR/JABOATAO/VIOLENCIA DOMESTICA MULHER/VVDFM01/0001567-81.2021.8.17.0810
0002028-55.2021.8.17.0001,/TJPE/CAPITAL/CRIMINAL/VCRIM02/0002028-55.2021.8.17.0001
0019026-06.2018.8.17.0001,/TJPE/CAPITAL/CRIMINAL/VCRIM17/0019026-06.2018.8.17.0001
0024622-73.2015.8.17.0001,/TJPE/CAPITAL/EXECUCAO FISCAL/VEFI02/0024622-73.2015.8.17.0001
0003722-29.2015.8.17.0370,/TJPE/RMR/CABO/CRIMINAL/VCRIM01/0003722-29.2015.8.17.0370
0000695-96.2020.8.17.0100,/TJPE/RMR/ABREU E LIMA/CRIMINAL/VCRIM/0000695-96.2020.8.17.0100
0000077-57.1998.8.17.1480,/TJPE/ZONA_DA_MATA/TIMBAUBA/CIVEL/VCIV01/0000077-57.1998.8.17.1480
